Date,,Eagle Dr WB
10/3/2017,4:30,0
10/3/2017,4:45,0
10/3/2017,5:00,0
10/3/2017,5:15,0
10/3/2017,5:30,0
10/3/2017,5:45,0
10/3/2017,6:00,2
10/3/2017,6:15,0
10/3/2017,6:30,0
10/3/2017,6:45,0
10/3/2017,7:00,1
10/3/2017,7:15,0
10/3/2017,7:30,0
10/3/2017,7:45,1
10/3/2017,8:00,0
10/3/2017,8:15,0
10/3/2017,8:30,1
10/3/2017,8:45,2
10/3/2017,9:00,0
10/3/2017,9:15,2
10/3/2017,9:30,0
10/3/2017,9:45,1
10/3/2017,10:00,0
10/3/2017,10:15,1
10/3/2017,10:30,0
10/3/2017,10:45,0
10/3/2017,11:00,0
10/3/2017,11:15,0
10/3/2017,11:30,0
10/3/2017,11:45,2
10/3/2017,12:00,0
10/3/2017,12:15,0
10/3/2017,12:30,0
10/3/2017,12:45,0
10/3/2017,13:00,0
10/3/2017,13:15,0
10/3/2017,13:30,0
10/3/2017,13:45,0
10/3/2017,14:00,0
10/3/2017,14:15,0
10/3/2017,14:30,0
10/3/2017,14:45,0
10/3/2017,15:00,0
10/3/2017,15:15,0
10/3/2017,15:30,0
10/3/2017,15:45,0
10/3/2017,16:00,0
10/3/2017,16:15,0
10/3/2017,16:30,1
10/3/2017,16:45,0
10/3/2017,17:00,0
10/3/2017,17:15,0
10/3/2017,17:30,0
10/3/2017,17:45,1
10/3/2017,18:00,0
10/3/2017,18:15,0
10/3/2017,18:30,0
10/3/2017,18:45,0
10/3/2017,19:00,0
10/3/2017,19:15,0
10/3/2017,19:30,0
10/3/2017,19:45,0
10/3/2017,20:00,0
10/3/2017,20:15,0
10/3/2017,20:30,0
10/3/2017,20:45,0
10/3/2017,21:00,0
10/3/2017,21:15,0
10/3/2017,21:30,0
10/3/2017,21:45,0
10/3/2017,22:00,1
10/3/2017,22:15,0
10/3/2017,22:30,0
10/3/2017,22:45,0
10/3/2017,23:00,0
10/3/2017,23:15,0
10/3/2017,23:30,1
10/3/2017,23:45,0
11/3/2017,0:00,0
11/3/2017,0:15,0
11/3/2017,0:30,0
11/3/2017,0:45,0
11/3/2017,1:00,0
11/3/2017,1:15,0
11/3/2017,1:30,0
11/3/2017,1:45,0
11/3/2017,2:00,0
11/3/2017,2:15,0
11/3/2017,2:30,0
11/3/2017,2:45,0
11/3/2017,3:00,0
11/3/2017,3:15,0
11/3/2017,3:30,0
11/3/2017,3:45,0
11/3/2017,4:00,0
11/3/2017,4:15,0
11/3/2017,4:30,0
11/3/2017,4:45,0
11/3/2017,5:00,0
11/3/2017,5:15,0
11/3/2017,5:30,0
11/3/2017,5:45,0
11/3/2017,6:00,0
11/3/2017,6:15,0
11/3/2017,6:30,1
11/3/2017,6:45,0
11/3/2017,7:00,0
11/3/2017,7:15,0
11/3/2017,7:30,0
11/3/2017,7:45,0
11/3/2017,8:00,0
11/3/2017,8:15,0
11/3/2017,8:30,0
11/3/2017,8:45,0
11/3/2017,9:00,0
11/3/2017,9:15,0
11/3/2017,9:30,0
11/3/2017,9:45,0
11/3/2017,10:00,0
11/3/2017,10:15,0
11/3/2017,10:30,0
11/3/2017,10:45,0
11/3/2017,11:00,0
11/3/2017,11:15,0
11/3/2017,11:30,1
11/3/2017,11:45,0
11/3/2017,12:00,0
11/3/2017,12:15,0
11/3/2017,12:30,0
11/3/2017,12:45,0
11/3/2017,13:00,1
11/3/2017,13:15,0
11/3/2017,13:30,1
11/3/2017,13:45,0
11/3/2017,14:00,0
11/3/2017,14:15,0
11/3/2017,14:30,1
11/3/2017,14:45,0
11/3/2017,15:00,0
11/3/2017,15:15,1
11/3/2017,15:30,0
11/3/2017,15:45,1
11/3/2017,16:00,0
11/3/2017,16:15,0
11/3/2017,16:30,0
11/3/2017,16:45,0
11/3/2017,17:00,0
11/3/2017,17:15,0
11/3/2017,17:30,0
11/3/2017,17:45,0
11/3/2017,18:00,0
11/3/2017,18:15,0
11/3/2017,18:30,0
11/3/2017,18:45,0
11/3/2017,19:00,0
11/3/2017,19:15,0
11/3/2017,19:30,0
11/3/2017,19:45,0
11/3/2017,20:00,0
11/3/2017,20:15,0
11/3/2017,20:30,0
11/3/2017,20:45,0
11/3/2017,21:00,0
11/3/2017,21:15,0
11/3/2017,21:30,0
11/3/2017,21:45,0
11/3/2017,22:00,0
11/3/2017,22:15,0
11/3/2017,22:30,0
11/3/2017,22:45,0
11/3/2017,23:00,1
11/3/2017,23:15,0
11/3/2017,23:30,0
11/3/2017,23:45,0
12/3/2017,0:00,1
12/3/2017,0:15,0
12/3/2017,0:30,0
12/3/2017,0:45,0
12/3/2017,1:00,0
12/3/2017,1:15,0
12/3/2017,1:30,0
12/3/2017,1:45,0
12/3/2017,2:00,0
12/3/2017,2:15,0
12/3/2017,2:30,0
12/3/2017,2:45,0
12/3/2017,3:00,0
12/3/2017,3:15,0
12/3/2017,3:30,0
12/3/2017,3:45,0
12/3/2017,4:00,1
12/3/2017,4:15,0
12/3/2017,4:30,0
12/3/2017,4:45,0
12/3/2017,5:00,0
12/3/2017,5:15,0
12/3/2017,5:30,0
12/3/2017,5:45,0
12/3/2017,6:00,0
12/3/2017,6:15,0
12/3/2017,6:30,0
12/3/2017,6:45,0
12/3/2017,7:00,0
12/3/2017,7:15,0
12/3/2017,7:30,0
12/3/2017,7:45,0
12/3/2017,8:00,0
12/3/2017,8:15,0
12/3/2017,8:30,0
12/3/2017,8:45,0
12/3/2017,9:00,0
12/3/2017,9:15,0
12/3/2017,9:30,0
12/3/2017,9:45,0
12/3/2017,10:00,0
12/3/2017,10:15,0
12/3/2017,10:30,0
12/3/2017,10:45,0
12/3/2017,11:00,0
12/3/2017,11:15,0
12/3/2017,11:30,0
12/3/2017,11:45,0
12/3/2017,12:00,1
12/3/2017,12:15,0
12/3/2017,12:30,0
12/3/2017,12:45,0
12/3/2017,13:00,0
12/3/2017,13:15,0
12/3/2017,13:30,0
12/3/2017,13:45,0
12/3/2017,14:00,0
12/3/2017,14:15,0
12/3/2017,14:30,0
12/3/2017,14:45,0
12/3/2017,15:00,2
12/3/2017,15:15,0
12/3/2017,15:30,0
12/3/2017,15:45,0
12/3/2017,16:00,0
12/3/2017,16:15,0
12/3/2017,16:30,0
12/3/2017,16:45,1
12/3/2017,17:00,0
12/3/2017,17:15,0
12/3/2017,17:30,0
12/3/2017,17:45,0
12/3/2017,18:00,0
12/3/2017,18:15,0
12/3/2017,18:30,1
12/3/2017,18:45,0
12/3/2017,19:00,0
12/3/2017,19:15,0
12/3/2017,19:30,0
12/3/2017,19:45,0
12/3/2017,20:00,0
12/3/2017,20:15,0
12/3/2017,20:30,0
12/3/2017,20:45,0
12/3/2017,21:00,0
12/3/2017,21:15,0
12/3/2017,21:30,0
12/3/2017,21:45,0
12/3/2017,22:00,0
12/3/2017,22:15,0
12/3/2017,22:30,0
12/3/2017,22:45,0
12/3/2017,23:00,0
12/3/2017,23:15,1
12/3/2017,23:30,0
12/3/2017,23:45,0
13/03/2017,0:00,0
13/03/2017,0:15,0
13/03/2017,0:30,0
13/03/2017,0:45,0
13/03/2017,1:00,0
13/03/2017,1:15,0
13/03/2017,1:30,0
13/03/2017,1:45,0
13/03/2017,2:00,0
13/03/2017,2:15,0
13/03/2017,2:30,0
13/03/2017,2:45,0
13/03/2017,3:00,0
13/03/2017,3:15,0
13/03/2017,3:30,0
13/03/2017,3:45,0
13/03/2017,4:00,0
13/03/2017,4:15,0
13/03/2017,4:30,0
13/03/2017,4:45,0
13/03/2017,5:00,0
13/03/2017,5:15,0
13/03/2017,5:30,0
13/03/2017,5:45,0
13/03/2017,6:00,0
13/03/2017,6:15,0
13/03/2017,6:30,0
13/03/2017,6:45,0
13/03/2017,7:00,0
13/03/2017,7:15,0
13/03/2017,7:30,0
13/03/2017,7:45,0
13/03/2017,8:00,0
13/03/2017,8:15,0
13/03/2017,8:30,0
13/03/2017,8:45,0
13/03/2017,9:00,0
13/03/2017,9:15,0
13/03/2017,9:30,0
13/03/2017,9:45,0
13/03/2017,10:00,0
13/03/2017,10:15,0
13/03/2017,10:30,0
13/03/2017,10:45,0
13/03/2017,11:00,0
13/03/2017,11:15,0
13/03/2017,11:30,0
13/03/2017,11:45,0
13/03/2017,12:00,0
13/03/2017,12:15,0
13/03/2017,12:30,0
13/03/2017,12:45,0
13/03/2017,13:00,0
13/03/2017,13:15,0
13/03/2017,13:30,2
13/03/2017,13:45,1
13/03/2017,14:00,0
13/03/2017,14:15,0
13/03/2017,14:30,0
13/03/2017,14:45,0
13/03/2017,15:00,0
13/03/2017,15:15,0
13/03/2017,15:30,0
13/03/2017,15:45,1
13/03/2017,16:00,0
13/03/2017,16:15,1
13/03/2017,16:30,0
13/03/2017,16:45,0
13/03/2017,17:00,0
13/03/2017,17:15,0
13/03/2017,17:30,0
13/03/2017,17:45,0
13/03/2017,18:00,0
13/03/2017,18:15,0
13/03/2017,18:30,0
13/03/2017,18:45,0
13/03/2017,19:00,0
13/03/2017,19:15,0
13/03/2017,19:30,0
13/03/2017,19:45,0
13/03/2017,20:00,0
13/03/2017,20:15,0
13/03/2017,20:30,0
13/03/2017,20:45,0
13/03/2017,21:00,0
13/03/2017,21:15,0
13/03/2017,21:30,0
13/03/2017,21:45,0
13/03/2017,22:00,0
13/03/2017,22:15,0
13/03/2017,22:30,0
13/03/2017,22:45,0
13/03/2017,23:00,0
13/03/2017,23:15,0
13/03/2017,23:30,0
13/03/2017,23:45,0
14/03/2017,0:00,0
14/03/2017,0:15,0
14/03/2017,0:30,0
14/03/2017,0:45,0
14/03/2017,1:00,0
14/03/2017,1:15,0
14/03/2017,1:30,0
14/03/2017,1:45,0
14/03/2017,2:00,0
14/03/2017,2:15,0
14/03/2017,2:30,0
14/03/2017,2:45,0
14/03/2017,3:00,0
14/03/2017,3:15,0
14/03/2017,3:30,0
14/03/2017,3:45,0
14/03/2017,4:00,0
14/03/2017,4:15,0
14/03/2017,4:30,0
14/03/2017,4:45,0
14/03/2017,5:00,0
14/03/2017,5:15,0
14/03/2017,5:30,0
14/03/2017,5:45,0
14/03/2017,6:00,0
14/03/2017,6:15,0
14/03/2017,6:30,0
14/03/2017,6:45,0
14/03/2017,7:00,0
14/03/2017,7:15,0
14/03/2017,7:30,0
14/03/2017,7:45,1
14/03/2017,8:00,0
14/03/2017,8:15,0
14/03/2017,8:30,0
14/03/2017,8:45,0
14/03/2017,9:00,0
14/03/2017,9:15,0
14/03/2017,9:30,0
14/03/2017,9:45,1
14/03/2017,10:00,0
14/03/2017,10:15,0
14/03/2017,10:30,0
14/03/2017,10:45,0
14/03/2017,11:00,0
14/03/2017,11:15,0
14/03/2017,11:30,0
14/03/2017,11:45,0
14/03/2017,12:00,0
14/03/2017,12:15,0
14/03/2017,12:30,0
14/03/2017,12:45,0
14/03/2017,13:00,0
14/03/2017,13:15,0
14/03/2017,13:30,1
14/03/2017,13:45,0
14/03/2017,14:00,0
14/03/2017,14:15,0
14/03/2017,14:30,0
14/03/2017,14:45,0
14/03/2017,15:00,0
14/03/2017,15:15,1
14/03/2017,15:30,0
14/03/2017,15:45,0
14/03/2017,16:00,0
14/03/2017,16:15,0
14/03/2017,16:30,0
14/03/2017,16:45,0
14/03/2017,17:00,0
14/03/2017,17:15,0
14/03/2017,17:30,3
14/03/2017,17:45,1
14/03/2017,18:00,0
14/03/2017,18:15,0
14/03/2017,18:30,0
14/03/2017,18:45,0
14/03/2017,19:00,0
14/03/2017,19:15,0
14/03/2017,19:30,0
14/03/2017,19:45,0
14/03/2017,20:00,0
14/03/2017,20:15,0
14/03/2017,20:30,0
14/03/2017,20:45,0
14/03/2017,21:00,0
14/03/2017,21:15,0
14/03/2017,21:30,0
14/03/2017,21:45,0
14/03/2017,22:00,0
14/03/2017,22:15,0
14/03/2017,22:30,0
14/03/2017,22:45,0
14/03/2017,23:00,0
14/03/2017,23:15,0
14/03/2017,23:30,0
14/03/2017,23:45,0
15/03/2017,0:00,0
15/03/2017,0:15,0
15/03/2017,0:30,0
15/03/2017,0:45,0
15/03/2017,1:00,0
15/03/2017,1:15,0
15/03/2017,1:30,0
15/03/2017,1:45,0
15/03/2017,2:00,0
15/03/2017,2:15,0
15/03/2017,2:30,0
15/03/2017,2:45,0
15/03/2017,3:00,0
15/03/2017,3:15,0
15/03/2017,3:30,0
15/03/2017,3:45,0
15/03/2017,4:00,0
15/03/2017,4:15,0
15/03/2017,4:30,0
15/03/2017,4:45,0
15/03/2017,5:00,0
15/03/2017,5:15,0
15/03/2017,5:30,0
15/03/2017,5:45,0
15/03/2017,6:00,0
15/03/2017,6:15,0
15/03/2017,6:30,0
15/03/2017,6:45,0
15/03/2017,7:00,0
15/03/2017,7:15,0
15/03/2017,7:30,0
15/03/2017,7:45,0
15/03/2017,8:00,0
15/03/2017,8:15,0
15/03/2017,8:30,0
15/03/2017,8:45,0
15/03/2017,9:00,0
15/03/2017,9:15,0
15/03/2017,9:30,1
15/03/2017,9:45,0
15/03/2017,10:00,0
15/03/2017,10:15,0
15/03/2017,10:30,0
15/03/2017,10:45,0
15/03/2017,11:00,0
15/03/2017,11:15,0
15/03/2017,11:30,0
15/03/2017,11:45,0
15/03/2017,12:00,0
15/03/2017,12:15,0
15/03/2017,12:30,0
15/03/2017,12:45,0
15/03/2017,13:00,0
15/03/2017,13:15,1
15/03/2017,13:30,0
15/03/2017,13:45,0
15/03/2017,14:00,0
15/03/2017,14:15,0
15/03/2017,14:30,1
15/03/2017,14:45,0
15/03/2017,15:00,0
15/03/2017,15:15,0
15/03/2017,15:30,0
15/03/2017,15:45,0
15/03/2017,16:00,0
15/03/2017,16:15,0
15/03/2017,16:30,0
15/03/2017,16:45,0
15/03/2017,17:00,0
15/03/2017,17:15,0
15/03/2017,17:30,1
15/03/2017,17:45,0
15/03/2017,18:00,0
15/03/2017,18:15,0
15/03/2017,18:30,0
15/03/2017,18:45,2
15/03/2017,19:00,0
15/03/2017,19:15,0
15/03/2017,19:30,0
15/03/2017,19:45,0
15/03/2017,20:00,0
15/03/2017,20:15,0
15/03/2017,20:30,0
15/03/2017,20:45,0
15/03/2017,21:00,0
15/03/2017,21:15,0
15/03/2017,21:30,0
15/03/2017,21:45,0
15/03/2017,22:00,0
15/03/2017,22:15,1
15/03/2017,22:30,0
15/03/2017,22:45,0
15/03/2017,23:00,0
15/03/2017,23:15,0
15/03/2017,23:30,0
15/03/2017,23:45,0
16/03/2017,0:00,0
16/03/2017,0:15,0
16/03/2017,0:30,0
16/03/2017,0:45,0
16/03/2017,1:00,0
16/03/2017,1:15,0
16/03/2017,1:30,0
16/03/2017,1:45,0
16/03/2017,2:00,0
16/03/2017,2:15,0
16/03/2017,2:30,0
16/03/2017,2:45,0
16/03/2017,3:00,0
16/03/2017,3:15,0
16/03/2017,3:30,0
16/03/2017,3:45,0
16/03/2017,4:00,0
16/03/2017,4:15,0
16/03/2017,4:30,0
16/03/2017,4:45,0
16/03/2017,5:00,0
16/03/2017,5:15,0
16/03/2017,5:30,0
16/03/2017,5:45,0
16/03/2017,6:00,0
16/03/2017,6:15,0
16/03/2017,6:30,0
16/03/2017,6:45,0
16/03/2017,7:00,0
16/03/2017,7:15,0
16/03/2017,7:30,0
16/03/2017,7:45,0
16/03/2017,8:00,0
16/03/2017,8:15,0
16/03/2017,8:30,0
16/03/2017,8:45,0
16/03/2017,9:00,0
16/03/2017,9:15,0
16/03/2017,9:30,0
16/03/2017,9:45,0
16/03/2017,10:00,0
16/03/2017,10:15,0
16/03/2017,10:30,0
16/03/2017,10:45,0
16/03/2017,11:00,0
16/03/2017,11:15,0
16/03/2017,11:30,0
16/03/2017,11:45,0
16/03/2017,12:00,0
16/03/2017,12:15,0
16/03/2017,12:30,0
16/03/2017,12:45,0
16/03/2017,13:00,0
16/03/2017,13:15,0
16/03/2017,13:30,0
16/03/2017,13:45,0
16/03/2017,14:00,0
16/03/2017,14:15,0
16/03/2017,14:30,0
16/03/2017,14:45,0
16/03/2017,15:00,0
16/03/2017,15:15,0
16/03/2017,15:30,0
16/03/2017,15:45,0
16/03/2017,16:00,0
16/03/2017,16:15,0
16/03/2017,16:30,0
16/03/2017,16:45,0
16/03/2017,17:00,0
16/03/2017,17:15,0
16/03/2017,17:30,0
16/03/2017,17:45,0
16/03/2017,18:00,1
16/03/2017,18:15,0
16/03/2017,18:30,0
16/03/2017,18:45,0
16/03/2017,19:00,0
16/03/2017,19:15,0
16/03/2017,19:30,1
16/03/2017,19:45,0
16/03/2017,20:00,0
16/03/2017,20:15,0
16/03/2017,20:30,0
16/03/2017,20:45,0
16/03/2017,21:00,0
16/03/2017,21:15,0
16/03/2017,21:30,0
16/03/2017,21:45,0
16/03/2017,22:00,0
16/03/2017,22:15,0
16/03/2017,22:30,0
16/03/2017,22:45,0
16/03/2017,23:00,1
16/03/2017,23:15,0
16/03/2017,23:30,0
16/03/2017,23:45,0
17/03/2017,0:00,0
17/03/2017,0:15,0
17/03/2017,0:30,0
17/03/2017,0:45,0
17/03/2017,1:00,0
17/03/2017,1:15,0
17/03/2017,1:30,0
17/03/2017,1:45,0
17/03/2017,2:00,0
17/03/2017,2:15,0
17/03/2017,2:30,0
17/03/2017,2:45,0
17/03/2017,3:00,0
17/03/2017,3:15,0
17/03/2017,3:30,0
17/03/2017,3:45,0
17/03/2017,4:00,0
17/03/2017,4:15,0
17/03/2017,4:30,0
17/03/2017,4:45,0
17/03/2017,5:00,0
17/03/2017,5:15,0
17/03/2017,5:30,0
17/03/2017,5:45,0
17/03/2017,6:00,0
17/03/2017,6:15,0
17/03/2017,6:30,0
17/03/2017,6:45,0
17/03/2017,7:00,0
17/03/2017,7:15,0
17/03/2017,7:30,0
17/03/2017,7:45,1
17/03/2017,8:00,0
17/03/2017,8:15,0
17/03/2017,8:30,0
17/03/2017,8:45,0
17/03/2017,9:00,0
17/03/2017,9:15,0
17/03/2017,9:30,1
17/03/2017,9:45,0
17/03/2017,10:00,0
17/03/2017,10:15,1
17/03/2017,10:30,0
17/03/2017,10:45,0
17/03/2017,11:00,0
17/03/2017,11:15,0
17/03/2017,11:30,0
17/03/2017,11:45,0
17/03/2017,12:00,0
17/03/2017,12:15,0
17/03/2017,12:30,0
17/03/2017,12:45,0
17/03/2017,13:00,0
17/03/2017,13:15,0
17/03/2017,13:30,0
17/03/2017,13:45,1
17/03/2017,14:00,0
17/03/2017,14:15,0
17/03/2017,14:30,0
17/03/2017,14:45,0
17/03/2017,15:00,0
17/03/2017,15:15,0
17/03/2017,15:30,0
17/03/2017,15:45,0
17/03/2017,16:00,0
17/03/2017,16:15,0
17/03/2017,16:30,0
17/03/2017,16:45,0
17/03/2017,17:00,0
17/03/2017,17:15,0
17/03/2017,17:30,0
17/03/2017,17:45,0
17/03/2017,18:00,0
17/03/2017,18:15,0
17/03/2017,18:30,0
17/03/2017,18:45,0
17/03/2017,19:00,0
17/03/2017,19:15,0
17/03/2017,19:30,0
17/03/2017,19:45,0
17/03/2017,20:00,0
17/03/2017,20:15,0
17/03/2017,20:30,0
17/03/2017,20:45,0
17/03/2017,21:00,0
17/03/2017,21:15,0
17/03/2017,21:30,0
17/03/2017,21:45,0
17/03/2017,22:00,0
17/03/2017,22:15,0
17/03/2017,22:30,1
17/03/2017,22:45,1
17/03/2017,23:00,0
17/03/2017,23:15,0
17/03/2017,23:30,0
17/03/2017,23:45,0
18/03/2017,0:00,0
18/03/2017,0:15,0
18/03/2017,0:30,1
18/03/2017,0:45,0
18/03/2017,1:00,0
18/03/2017,1:15,0
18/03/2017,1:30,0
18/03/2017,1:45,0
18/03/2017,2:00,0
18/03/2017,2:15,0
18/03/2017,2:30,0
18/03/2017,2:45,0
18/03/2017,3:00,0
18/03/2017,3:15,0
18/03/2017,3:30,0
18/03/2017,3:45,0
18/03/2017,4:00,0
18/03/2017,4:15,0
18/03/2017,4:30,0
18/03/2017,4:45,0
18/03/2017,5:00,0
18/03/2017,5:15,0
18/03/2017,5:30,0
18/03/2017,5:45,0
18/03/2017,6:00,0
18/03/2017,6:15,0
18/03/2017,6:30,0
18/03/2017,6:45,0
18/03/2017,7:00,0
18/03/2017,7:15,0
18/03/2017,7:30,0
18/03/2017,7:45,1
18/03/2017,8:00,12
18/03/2017,8:15,0
18/03/2017,8:30,0
18/03/2017,8:45,0
18/03/2017,9:00,0
18/03/2017,9:15,0
18/03/2017,9:30,0
18/03/2017,9:45,0
18/03/2017,10:00,0
18/03/2017,10:15,0
18/03/2017,10:30,0
18/03/2017,10:45,1
18/03/2017,11:00,0
18/03/2017,11:15,0
18/03/2017,11:30,0
18/03/2017,11:45,1
18/03/2017,12:00,0
18/03/2017,12:15,0
18/03/2017,12:30,0
18/03/2017,12:45,0
18/03/2017,13:00,0
18/03/2017,13:15,0
18/03/2017,13:30,3
18/03/2017,13:45,0
18/03/2017,14:00,0
18/03/2017,14:15,0
18/03/2017,14:30,1
18/03/2017,14:45,0
18/03/2017,15:00,0
18/03/2017,15:15,0
18/03/2017,15:30,0
18/03/2017,15:45,0
18/03/2017,16:00,0
18/03/2017,16:15,1
18/03/2017,16:30,0
18/03/2017,16:45,0
18/03/2017,17:00,0
18/03/2017,17:15,1
18/03/2017,17:30,0
18/03/2017,17:45,0
18/03/2017,18:00,0
18/03/2017,18:15,1
18/03/2017,18:30,0
18/03/2017,18:45,0
18/03/2017,19:00,0
18/03/2017,19:15,2
18/03/2017,19:30,0
18/03/2017,19:45,0
18/03/2017,20:00,0
18/03/2017,20:15,0
18/03/2017,20:30,0
18/03/2017,20:45,0
18/03/2017,21:00,0
18/03/2017,21:15,0
18/03/2017,21:30,0
18/03/2017,21:45,0
18/03/2017,22:00,0
18/03/2017,22:15,0
18/03/2017,22:30,0
18/03/2017,22:45,0
18/03/2017,23:00,0
18/03/2017,23:15,0
18/03/2017,23:30,0
18/03/2017,23:45,1
19/03/2017,0:00,0
19/03/2017,0:15,0
19/03/2017,0:30,0
19/03/2017,0:45,0
19/03/2017,1:00,0
19/03/2017,1:15,0
19/03/2017,1:30,0
19/03/2017,1:45,0
19/03/2017,2:00,0
19/03/2017,2:15,0
19/03/2017,2:30,0
19/03/2017,2:45,0
19/03/2017,3:00,0
19/03/2017,3:15,0
19/03/2017,3:30,0
19/03/2017,3:45,0
19/03/2017,4:00,0
19/03/2017,4:15,0
19/03/2017,4:30,0
19/03/2017,4:45,0
19/03/2017,5:00,0
19/03/2017,5:15,0
19/03/2017,5:30,0
19/03/2017,5:45,0
19/03/2017,6:00,0
19/03/2017,6:15,0
19/03/2017,6:30,0
19/03/2017,6:45,0
19/03/2017,7:00,0
19/03/2017,7:15,0
19/03/2017,7:30,0
19/03/2017,7:45,0
19/03/2017,8:00,4
19/03/2017,8:15,0
19/03/2017,8:30,1
19/03/2017,8:45,0
19/03/2017,9:00,0
19/03/2017,9:15,0
19/03/2017,9:30,4
19/03/2017,9:45,0
19/03/2017,10:00,0
19/03/2017,10:15,0
19/03/2017,10:30,0
19/03/2017,10:45,0
19/03/2017,11:00,0
19/03/2017,11:15,0
19/03/2017,11:30,1
19/03/2017,11:45,0
19/03/2017,12:00,0
19/03/2017,12:15,0
19/03/2017,12:30,0
19/03/2017,12:45,0
19/03/2017,13:00,1
19/03/2017,13:15,2
19/03/2017,13:30,0
19/03/2017,13:45,0
19/03/2017,14:00,0
19/03/2017,14:15,0
19/03/2017,14:30,0
19/03/2017,14:45,0
19/03/2017,15:00,0
19/03/2017,15:15,0
19/03/2017,15:30,0
19/03/2017,15:45,0
19/03/2017,16:00,0
19/03/2017,16:15,1
19/03/2017,16:30,0
19/03/2017,16:45,1
19/03/2017,17:00,0
19/03/2017,17:15,0
19/03/2017,17:30,0
19/03/2017,17:45,0
19/03/2017,18:00,1
19/03/2017,18:15,0
19/03/2017,18:30,1
19/03/2017,18:45,0
19/03/2017,19:00,0
19/03/2017,19:15,0
19/03/2017,19:30,2
19/03/2017,19:45,0
19/03/2017,20:00,1
19/03/2017,20:15,0
19/03/2017,20:30,1
19/03/2017,20:45,1
19/03/2017,21:00,2
19/03/2017,21:15,0
19/03/2017,21:30,0
19/03/2017,21:45,0
19/03/2017,22:00,0
19/03/2017,22:15,0
19/03/2017,22:30,0
19/03/2017,22:45,0
19/03/2017,23:00,0
19/03/2017,23:15,1
19/03/2017,23:30,0
19/03/2017,23:45,0
20/03/2017,0:00,0
20/03/2017,0:15,0
20/03/2017,0:30,0
20/03/2017,0:45,0
20/03/2017,1:00,0
20/03/2017,1:15,0
20/03/2017,1:30,0
20/03/2017,1:45,0
20/03/2017,2:00,0
20/03/2017,2:15,0
20/03/2017,2:30,0
20/03/2017,2:45,0
20/03/2017,3:00,0
20/03/2017,3:15,0
20/03/2017,3:30,0
20/03/2017,3:45,0
20/03/2017,4:00,0
20/03/2017,4:15,0
20/03/2017,4:30,0
20/03/2017,4:45,1
20/03/2017,5:00,0
20/03/2017,5:15,0
20/03/2017,5:30,0
20/03/2017,5:45,0
20/03/2017,6:00,0
20/03/2017,6:15,0
20/03/2017,6:30,1
20/03/2017,6:45,0
20/03/2017,7:00,0
20/03/2017,7:15,0
20/03/2017,7:30,0
20/03/2017,7:45,1
20/03/2017,8:00,0
20/03/2017,8:15,0
20/03/2017,8:30,2
20/03/2017,8:45,2
20/03/2017,9:00,0
20/03/2017,9:15,0
20/03/2017,9:30,2
20/03/2017,9:45,1
20/03/2017,10:00,0
20/03/2017,10:15,2
20/03/2017,10:30,0
20/03/2017,10:45,2
20/03/2017,11:00,0
20/03/2017,11:15,0
20/03/2017,11:30,0
20/03/2017,11:45,0
20/03/2017,12:00,0
20/03/2017,12:15,0
20/03/2017,12:30,0
20/03/2017,12:45,0
20/03/2017,13:00,1
20/03/2017,13:15,0
20/03/2017,13:30,0
20/03/2017,13:45,1
20/03/2017,14:00,0
20/03/2017,14:15,2
20/03/2017,14:30,0
20/03/2017,14:45,2
20/03/2017,15:00,0
20/03/2017,15:15,0
20/03/2017,15:30,0
20/03/2017,15:45,0
20/03/2017,16:00,0
20/03/2017,16:15,0
20/03/2017,16:30,0
20/03/2017,16:45,0
20/03/2017,17:00,0
20/03/2017,17:15,1
20/03/2017,17:30,0
20/03/2017,17:45,0
20/03/2017,18:00,0
20/03/2017,18:15,1
20/03/2017,18:30,1
20/03/2017,18:45,0
20/03/2017,19:00,0
20/03/2017,19:15,0
20/03/2017,19:30,0
20/03/2017,19:45,0
20/03/2017,20:00,0
20/03/2017,20:15,0
20/03/2017,20:30,0
20/03/2017,20:45,1
20/03/2017,21:00,0
20/03/2017,21:15,0
20/03/2017,21:30,2
20/03/2017,21:45,0
20/03/2017,22:00,0
20/03/2017,22:15,1
20/03/2017,22:30,0
20/03/2017,22:45,0
20/03/2017,23:00,0
20/03/2017,23:15,0
20/03/2017,23:30,1
20/03/2017,23:45,0
21/03/2017,0:00,0
21/03/2017,0:15,0
21/03/2017,0:30,0
21/03/2017,0:45,0
21/03/2017,1:00,0
21/03/2017,1:15,0
21/03/2017,1:30,0
21/03/2017,1:45,0
21/03/2017,2:00,0
21/03/2017,2:15,0
21/03/2017,2:30,0
21/03/2017,2:45,0
21/03/2017,3:00,0
21/03/2017,3:15,1
21/03/2017,3:30,0
21/03/2017,3:45,0
21/03/2017,4:00,0
21/03/2017,4:15,0
21/03/2017,4:30,0
21/03/2017,4:45,0
21/03/2017,5:00,0
21/03/2017,5:15,0
21/03/2017,5:30,0
21/03/2017,5:45,0
21/03/2017,6:00,0
21/03/2017,6:15,0
21/03/2017,6:30,0
21/03/2017,6:45,1
21/03/2017,7:00,0
21/03/2017,7:15,0
21/03/2017,7:30,1
21/03/2017,7:45,4
21/03/2017,8:00,0
21/03/2017,8:15,0
21/03/2017,8:30,0
21/03/2017,8:45,0
21/03/2017,9:00,0
